customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_time,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng
0561cee0e208939ff198184d3d7bd9fa,d9764886f02a2884590e05bc3c4391b2,35275,sao felix de minas,MG,Active,e7f237163458b9df35d29d4ee460f233,delivered,2018-05-11 09:58:44,2018-05-11 10:17:48,2018-05-11 13:37:00,2018-05-17 22:05:48,2018-06-06,6.0,1.0,credit_card,4.0,409.5,388f747ce053adb410f99f267113b8fb,5.0,no comment,no comment,2018-05-18,2018-05-21 11:05:26,35275,sao felix de minas,MG,-18.589660548548963,-41.48824264260306
7b92d2af2f3ce0611b68dfbc5db7870f,116e9cca974c7fcf42b2e9b8b737da90,5621,sao paulo,SP,Active,163b53e265c530cded6553a3b5d485cd,delivered,2017-08-12 15:07:19,2017-08-12 15:23:52,2017-08-14 16:22:59,2017-08-15 14:52:17,2017-09-01,1.0,1.0,credit_card,1.0,71.82,95bff48f3a894251d66038b94694db51,5.0,no comment,no comment,2017-08-16,2017-08-17 15:57:21,5621,sao paulo,SP,-23.597981554677126,-46.72340143450284
83b30045e891ce55e307dd8b1e6140d3,720f5cf88a42beb4ab6613a97f1c4e35,58704,patos,PB,Active,eda22ec044e1100ad6ac68b6a93afff3,delivered,2017-06-03 15:02:49,2017-06-03 15:15:08,2017-06-06 09:33:56,2017-06-19 19:53:44,2017-07-11,13.0,1.0,credit_card,4.0,91.19,2ccf70601b633def8194d34534c037b6,3.0,no comment,no comment,2017-06-22,2017-06-30 11:09:23,58704,patos,PB,-7.018609340998539,-37.28333365379951
8234f3b810971f0c280a3d0d7988fffe,de23c5442253e384c36ac6f5ca625a28,58704,patos,PB,Active,ecece91c3d1b87ff38070137b454c50c,delivered,2018-08-21 21:55:29,2018-08-23 02:50:25,2018-08-24 09:56:00,2018-08-31 07:31:51,2018-09-13,7.0,1.0,boleto,1.0,96.95,60565a6a0dccd29f0cefe65a88d0a467,5.0,top,top,2018-08-31,2018-09-03 13:30:24,58704,patos,PB,-7.018609340998539,-37.28333365379951
3e05c1ad118dc0a4304a93b6b6012d5c,238b4747ee21575ef870e6c396843bd9,5595,sao paulo,SP,Active,a33a09b1320a130c61d1d5d9b8aec5ee,delivered,2018-07-06 19:08:05,2018-07-07 19:05:47,2018-07-10 15:54:00,2018-07-16 12:24:44,2018-08-08,6.0,1.0,credit_card,3.0,138.11,7b28d9d526cb8b4c7560265de90698b5,5.0,no comment,no comment,2018-07-17,2018-07-17 23:30:10,5595,sao paulo,SP,-23.58085566165113,-46.74270534394391
bf95f6cb7e9395f311cf318041fd0bd2,418c833512ed171dff6ef9a7f5e30f3a,5595,sao paulo,SP,Active,b132ad2a1d3d44a9fe2fe6b63c406593,delivered,2017-08-15 18:24:02,2017-08-15 19:15:14,2017-08-29 19:19:10,2017-08-31 20:29:56,2017-09-01,2.0,1.0,credit_card,7.0,79.24,d6d6de3952753e989cb411de9386152a,3.0,no comment,A entrega dos produtos foi muito confusa e fora da data.,2017-09-01,2017-09-04 18:42:41,5595,sao paulo,SP,-23.58085566165113,-46.74270534394391
7c4d6cbb7855e8d33ad1087c14c3d0b9,af2ccfea0ebde7dc6f778ed20d8c26af,5595,sao paulo,SP,Active,749990ae992d496bb8ad6972705298f3,delivered,2018-02-10 23:12:51,2018-02-10 23:29:44,2018-02-17 17:38:01,2018-02-20 22:18:52,2018-02-26,3.0,2.0,voucher,1.0,77.42,73b5d7a2a26ae789a75cffc17d3d6e16,5.0,no comment,no comment,2018-02-21,2018-02-22 12:45:17,5595,sao paulo,SP,-23.58085566165113,-46.74270534394391
7c4d6cbb7855e8d33ad1087c14c3d0b9,af2ccfea0ebde7dc6f778ed20d8c26af,5595,sao paulo,SP,Active,749990ae992d496bb8ad6972705298f3,delivered,2018-02-10 23:12:51,2018-02-10 23:29:44,2018-02-17 17:38:01,2018-02-20 22:18:52,2018-02-26,3.0,1.0,credit_card,1.0,1.82,73b5d7a2a26ae789a75cffc17d3d6e16,5.0,no comment,no comment,2018-02-21,2018-02-22 12:45:17,5595,sao paulo,SP,-23.58085566165113,-46.74270534394391
73cbcead38309070bf1ad4ad60c8f638,fa21132f1239479db4816f53feb7221c,61700,aquiraz,CE,Active,570eccb41678dc30af2792b28b86bb45,delivered,2017-04-24 08:44:08,2017-04-26 09:36:58,2017-04-26 13:12:22,2017-05-11 12:33:18,2017-05-30,15.0,1.0,credit_card,4.0,398.85,77d212e9b0687cc6d20927e8e46f60a3,5.0,no comment,no comment,2017-05-12,2017-05-13 13:42:43,61700,aquiraz,CE,-3.906553119204591,-38.38393007332441
641025d16fb7bf615b9400b55fd1728a,8fc0b9484c354a47742cab1a935d759d,61700,aquiraz,CE,Active,09442375307dcece0366e86601bf99f9,shipped,2017-10-26 13:15:23,2017-10-27 03:06:59,2017-10-30 20:43:50,,2017-11-24,,1.0,boleto,1.0,79.8,eb29c16f2a5cf444dd0c6f608c9f7ce7,1.0,no comment,Gente ainda não recebi minha encomenda. Como fasso pra vocês enviarem de novo,2017-11-29,2017-11-29 16:50:40,61700,aquiraz,CE,-3.906553119204591,-38.38393007332441
03561aef46e7dc993d752d9edf39d31c,effe219869e5a4e0869c3a27b75b56df,93042,sao leopoldo,RS,Active,979fdfc1766453994df684ee9637ec80,delivered,2018-07-12 19:53:04,2018-07-14 02:35:17,2018-07-19 11:43:00,2018-07-26 00:58:35,2018-08-10,7.0,1.0,boleto,1.0,131.21,2043259de03f7957f399d2f504539157,1.0,Produto veio diferente ,Produto veio diferente ao anuncuado. Liguei e só esperando o código para a devolução do produto e reembolso do valor pago.,2018-07-26,2018-07-26 21:25:30,93042,sao leopoldo,RS,-29.764402389942823,-51.11963512462503
77a3f425bfe0e078f75c7ae410d5207b,871257e0e32072dabb889d958de86eb4,93042,sao leopoldo,RS,Active,9c32ac1b13a37b06f03369ce3e4bad5d,delivered,2018-06-23 12:01:56,2018-06-26 07:13:01,2018-06-26 11:49:00,2018-06-28 15:51:58,2018-07-05,2.0,1.0,boleto,1.0,252.82,abdc3b807902b05bb171c6eb0b8aa587,5.0,no comment,no comment,2018-06-29,2018-06-30 01:44:47,93042,sao leopoldo,RS,-29.764402389942823,-51.11963512462503
95c4015e1361fee6cf2367266ae409cb,6d0845fb78d828c58be539febc4d4a8b,93042,sao leopoldo,RS,Active,711e7d3df4f235b658144c3723903c6a,delivered,2018-05-22 19:36:12,2018-05-24 02:34:40,2018-05-28 13:06:00,2018-06-06 22:32:05,2018-06-14,9.0,1.0,boleto,1.0,274.29,5e57b951863050e69fd82e9577d52ecf,2.0,Produto em voltagem ,Produto de excelente qualidade mas a voltagem veio diferente ! Informei a lannister .com antes do embarque Enesio assim me enviaram 110 ao inves de 220v,2018-06-07,2018-06-10 20:51:51,93042,sao leopoldo,RS,-29.764402389942823,-51.11963512462503
7df4315a9fdab8e44d6096f553838f4d,6a64953f5229b3f7365e1b8e6c2a8a82,17024,bauru,SP,Active,c6a73b421eb3e92ce86dbfbbd3530a8f,delivered,2018-03-01 22:45:34,2018-03-01 23:09:37,2018-03-06 14:41:39,2018-03-13 17:13:17,2018-03-19,7.0,1.0,credit_card,1.0,17.62,c1cfaee6c5bcff1e340d69e1c2ebb5b7,4.0,no comment,no comment,2018-03-14,2018-03-17 09:34:19,17024,bauru,SP,-22.29606822344036,-49.06307129516995
7df4315a9fdab8e44d6096f553838f4d,6a64953f5229b3f7365e1b8e6c2a8a82,17024,bauru,SP,Active,c6a73b421eb3e92ce86dbfbbd3530a8f,delivered,2018-03-01 22:45:34,2018-03-01 23:09:37,2018-03-06 14:41:39,2018-03-13 17:13:17,2018-03-19,7.0,2.0,voucher,1.0,13.13,c1cfaee6c5bcff1e340d69e1c2ebb5b7,4.0,no comment,no comment,2018-03-14,2018-03-17 09:34:19,17024,bauru,SP,-22.29606822344036,-49.06307129516995
66e583bbcd3dfd294dadeb861d61f3eb,3744734d6dbaee08b3d2164f5260075b,17024,bauru,SP,Active,bf6fa06aa0249987dc5bf7c457f1d556,delivered,2017-08-21 20:56:25,2017-08-21 21:06:13,2017-08-22 21:52:01,2017-08-25 19:13:48,2017-09-11,3.0,1.0,credit_card,1.0,31.59,7c29939e5bd962b68a0bbc94a3204d0f,5.0,no comment,no comment,2017-08-26,2017-08-27 01:24:20,17024,bauru,SP,-22.29606822344036,-49.06307129516995
d642380f5e4eb7812449e5598a625005,a45823513135bc9eb30c0d984ae40826,17024,bauru,SP,Active,92f77906d8fcaa454fff43e1882deb01,delivered,2018-01-03 15:58:43,2018-01-03 16:11:29,2018-01-05 19:23:08,2018-01-23 22:56:52,2018-01-29,18.0,1.0,credit_card,4.0,124.52,db511007fe63e89a54fa9558fcb3a0e4,4.0,no comment,no comment,2018-01-24,2018-01-25 18:57:14,17024,bauru,SP,-22.29606822344036,-49.06307129516995
446534e8b38119df4034af2e076abee6,c2000c6cfbe7491860ebda77f950e934,17024,bauru,SP,Active,7ebc6754bb5e6f1cfafe6b2c9bb6df44,delivered,2017-07-20 16:24:22,2017-07-20 16:35:15,2017-07-21 20:46:36,2017-07-26 01:42:01,2017-08-09,4.0,1.0,credit_card,2.0,56.75,9732f3e470a4badfd3582fee6a17b164,2.0,no comment,Comprei três produtos que poderiam ser enviados dentro de um pacote só e assim talvez poderia economizar no frete.. achei um absurdo pagar no frete quase metade do valor em si.. ,2017-07-26,2017-07-27 23:56:33,17024,bauru,SP,-22.29606822344036,-49.06307129516995
446534e8b38119df4034af2e076abee6,c2000c6cfbe7491860ebda77f950e934,17024,bauru,SP,Active,7ebc6754bb5e6f1cfafe6b2c9bb6df44,delivered,2017-07-20 16:24:22,2017-07-20 16:35:15,2017-07-21 20:46:36,2017-07-26 01:42:01,2017-08-09,4.0,1.0,credit_card,2.0,56.75,72dc27ad3bcdfbbc5d4f2bb85c8f0f55,2.0,no comment,no comment,2017-07-28,2017-07-30 23:53:36,17024,bauru,SP,-22.29606822344036,-49.06307129516995
008e1bbc8f278134d10d8788a3ca0b7c,7d373e92dd3086b4c37e9868fc8999c1,17024,bauru,SP,Active,1c3a814fa046dc2f684276b1ca26786e,unavailable,2017-04-11 08:25:26,2017-04-12 02:50:58,,,2017-05-03,,1.0,boleto,1.0,55.96,7d70fa28908b3f58322505e5399929ac,4.0,no comment,no comment,2017-05-06,2017-05-11 18:45:48,17024,bauru,SP,-22.29606822344036,-49.06307129516995
f39c003fdebbe5161315afaf4f8639a1,2a375540830e5c1f6834bad1c4f9dd9d,2239,sao paulo,SP,Active,191613fb4f2b5148a83470f7332551b8,delivered,2018-08-08 17:14:36,2018-08-08 17:30:10,2018-08-10 14:08:00,2018-08-15 20:48:44,2018-08-16,5.0,1.0,credit_card,5.0,256.02,391a83fbcb4bcff67efaeb009d12f642,5.0,no comment,no comment,2018-08-16,2018-08-17 00:55:07,2239,sao paulo,SP,-23.48466145934556,-46.60883103136359
0b72a424f7acaba1d898d56478f9d964,d251a1124846b199b2cd71d7993c1570,2239,sao paulo,SP,Active,efd9ab80b2abae957f5b9b34328ea36c,delivered,2017-07-13 11:48:17,2017-07-13 12:03:38,2017-07-13 19:18:03,2017-07-18 02:24:39,2017-08-02,4.0,1.0,credit_card,5.0,57.69,0de0174e95684f5ba9ab38f190e04d52,5.0,no comment,Entrega antes do prazo.,2017-07-18,2017-07-19 12:35:30,2239,sao paulo,SP,-23.48466145934556,-46.60883103136359
